-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1790,1790,1790,1791,1792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1866,1866,1790,1791,1792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1790,1791,1792,1791,1792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1790,1791,1792,1791,1792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1790,1791,1792,1792,1792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1790,1790,1790,1791,1792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1866,1866,1866,1867,1868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3425,3425,3425,3425,3425,3425,1790,1790,1791,1792,1792,1792,1792,1792,1790,1791,1792,1790,1791,1792,1790,1791,1792,1792,1792,1792,1792,1792,1792,1792,1791,1792,1792,1791,1792,1790,1791,1792,1792,-1,-1,-1,-1,-1,-1
3425,3425,3425,3425,3425,3425,1866,1866,1867,1868,1868,1868,1868,1868,1866,1867,1868,1866,1867,1868,1790,1790,1791,1792,1868,1868,1868,1868,1868,1868,1791,1792,1868,1792,1868,1866,1867,1868,1868,-1,-1,-1,-1,-1,-1
3425,3425,3425,3425,3425,3425,1790,1866,1867,1868,1790,1791,1792,1790,1791,1792,1790,1791,1792,1790,1866,1866,1867,1868,1866,1866,1866,1866,1867,1868,1792,1792,1868,1868,1792,1792,1792,1791,1792,-1,-1,-1,-1,-1,-1
3425,3425,3425,3425,3425,3425,1866,1866,1867,1868,1866,1867,1868,1866,1867,1868,1866,1867,1868,1866,1867,1790,1790,1866,1867,1868,1868,1868,1792,1792,1792,1868,1867,1868,1868,1792,1868,1867,1868,-1,-1,-1,-1,-1,-1
3425,3425,3425,3425,3425,3425,1790,1866,1867,1868,1790,1791,1792,1866,1867,1868,1790,1791,1792,1866,1867,1866,1866,1866,1866,1866,1867,1868,1868,1868,1791,1792,1866,1867,1868,1868,1866,1867,1868,-1,-1,-1,-1,-1,-1
1790,1790,1790,1790,1790,1790,1790,1866,1867,1868,1866,1867,1868,1790,1791,1792,1790,1791,1792,1790,1790,1790,1790,1790,1790,1866,1866,1866,1867,1868,1790,1791,1792,1867,1868,1868,1790,1791,1792,1790,1791,1792,1790,1791,1792
1866,1866,1866,1866,1866,1866,1866,1866,1867,1868,1790,1791,1792,1866,1867,1868,1790,1791,1792,1866,1866,1866,1866,1866,1866,1866,1867,1868,1868,1868,1866,1867,1868,1866,1867,1868,1866,1867,1868,1866,1867,1868,1866,1867,1868
1790,1790,1866,1867,1868,1868,1868,1868,1868,1792,1790,1791,1792,1790,1791,1792,1790,1791,1792,1790,1791,1792,1790,1791,1790,1791,1792,1790,1791,1792,1790,1791,1792,1790,1791,1792,1790,1791,1792,1790,1791,1792,1790,1791,1792
1866,1866,1867,1868,1866,1867,1868,1866,1867,1868,1866,1867,1868,1866,1867,1868,1866,1867,1868,1866,1867,1868,1866,1867,1866,1867,1868,1866,1867,1868,1866,1867,1868,1866,1867,1868,1866,1867,1868,1866,1867,1868,1866,1867,1868
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1790,1791,1790,1791,1792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1866,1867,1866,1867,1868,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
