117,100,117,117,117,117,117,117,117,117,130,131,131,131,131,131,131,131,131,131,131,182,164,164,164,164,164,164,164,182,185,185,185,185,185,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,151,151,151,151,151,151,151,151,151,151,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117,117,117,117,117,117,117,117,117,117,147,149,149,149,149,149,149,149,149,149,149,182,164,164,164,182,164,164,182,182,185,185,185,185,185,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,151,151,151,151,151,151,151,151,151,151,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117,117,117,117,117,117,117,117,117,117,147,149,149,149,149,149,149,149,149,149,149,182,164,182,182,182,182,182,182,182,185,185,185,185,185,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,151,151,151,151,151,151,151,151,151,151,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117,117,117,117,117,117,117,117,117,117,147,149,149,149,149,149,149,149,149,149,149,182,182,182,182,182,182,182,182,182,185,185,185,185,185,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,151,151,151,151,151,151,151,151,151,151,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117,117,117,117,117,117,117,117,117,117,147,149,149,149,149,149,149,149,149,149,149,182,182,182,182,182,182,182,182,182,185,185,185,185,185,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,151,151,151,151,151,151,151,151,151,151,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117,117,117,117,117,117,117,117,117,117,147,149,149,149,149,149,149,149,149,149,149,182,182,182,182,182,182,182,182,182,185,185,185,185,185,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,151,151,151,151,151,151,151,151,151,151,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117,117,117,117,117,117,117,117,117,117,147,149,149,149,149,149,149,149,149,149,149,182,182,182,182,182,182,182,182,182,185,185,185,185,185,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,151,151,151,151,151,151,151,151,151,151,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117,117,117,117,117,117,117,117,117,117,147,149,149,149,149,149,149,149,149,149,149,182,182,182,182,182,182,182,182,182,185,185,185,185,185,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,151,151,151,151,151,151,151,151,151,151,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117,117,117,117,117,117,117,117,117,117,147,149,149,149,149,149,149,149,149,149,149,182,182,182,182,182,182,182,182,182,185,185,185,185,185,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,12,12,12,12,348,348,348,348,348,151,151,151,151,151,151,151,151,151,151,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
117,117,117,117,117,117,117,117,117,117,147,149,149,149,149,149,149,149,149,149,149,182,182,182,182,182,182,182,182,182,185,185,185,185,185,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,12,12,12,12,348,348,348,348,348,151,151,151,151,151,151,151,151,151,151,151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,226,226,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,12,12,12,12,348,348,348,348,348,216,216,216,216,216,216,216,216,216,216,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,226,226,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,12,12,12,12,348,348,348,348,348,216,216,216,216,216,216,216,216,216,216,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,226,226,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,12,12,12,12,348,348,348,348,348,216,216,216,216,216,216,216,216,216,216,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,226,226,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,12,12,12,12,348,348,348,348,348,216,216,216,216,216,216,216,216,216,216,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,226,226,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,328,328,328,328,328,328,294,294,294,294,294,294,294,294,294,12,12,12,12,348,348,348,348,348,216,216,216,216,216,216,216,216,216,216,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,328,328,328,328,328,328,294,294,294,294,294,294,294,294,294,12,12,12,12,328,328,328,328,328,216,216,216,216,216,216,216,216,216,216,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
226,226,192,226,192,226,192,226,192,192,192,226,192,226,192,226,226,226,226,226,226,226,226,226,226,260,226,226,226,226,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,328,328,328,328,328,328,294,294,294,294,294,294,294,294,294,12,12,12,12,328,328,328,328,328,216,216,216,216,216,216,216,216,216,216,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
226,226,192,226,192,226,192,226,192,226,226,226,192,226,192,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,328,328,328,328,328,328,294,294,294,294,294,294,294,294,294,12,12,12,12,328,328,328,328,328,216,216,216,216,216,216,216,216,216,216,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
226,226,192,192,192,226,192,226,192,192,226,226,192,226,192,226,226,226,192,226,226,226,226,226,226,226,226,226,226,226,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,328,328,328,328,328,328,294,294,294,294,294,294,294,294,294,12,12,12,12,328,328,328,328,328,216,216,216,216,216,216,216,216,216,216,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
226,226,192,226,192,226,192,226,192,226,226,260,192,226,192,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,328,328,328,328,328,328,294,294,294,294,294,294,294,294,294,12,12,12,12,328,328,328,328,328,216,216,216,216,216,216,216,216,216,216,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
226,226,192,226,192,226,192,226,192,192,192,226,192,192,192,226,226,226,226,226,225,226,226,226,192,226,226,226,225,226,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,328,328,328,328,328,328,328,328,328,328,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,328,328,328,328,328,328,328,328,328,328,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,260,260,260,260,260,260,260,260,260,260,260,260,260,-1,-1,226,226,226,226,225,226,226,226,226,226,225,226,226,226,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,328,328,328,328,328,328,328,328,328,328,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,260,260,260,260,260,260,260,260,260,260,260,260,260,-1,-1,226,226,226,226,226,226,226,226,226,226,226,226,226,226,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,328,328,328,328,328,328,328,328,328,328,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,260,260,260,260,260,260,260,260,260,260,260,260,260,-1,-1,226,226,226,226,226,226,226,226,226,226,226,226,226,226,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,328,328,328,328,328,328,328,328,328,328,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,260,260,260,226,260,260,260,260,260,260,260,260,260,-1,-1,226,226,226,226,226,226,226,226,226,226,226,226,226,226,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,328,328,328,328,328,328,328,328,328,328,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,328,328,328,328,328,328,328,328,328,328,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
