-1,-1,3575,3576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3575,3576,-1,-1,-1,-1,-1,-1,-1,-1,-1,3577,3578,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3577,3578,-1,-1
-1,-1,3591,3592,-1,-1,-1,-1,-1,-1,-1,-1,-1,1476,1476,1476,1476,1476,1477,-1,-1,-1,-1,-1,-1,-1,-1,3593,3594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3593,3594,-1,-1
-1,1456,1457,1457,1457,1457,1457,1457,1457,1457,1458,-1,1312,1313,1314,-1,1360,1361,1362,-1,-1,-1,-1,-1,-1,-1,-1,13926,13927,-1,-1,-1,-1,-1,-1,13972,13973,-1,-1,14826,14827,14828,14829,14830,-1
-1,1472,1473,1473,1473,1473,1473,1473,1473,1473,1474,-1,1328,1329,1330,-1,1376,1377,1378,-1,-1,-1,-1,-1,-1,-1,-1,13942,13943,-1,-1,13936,13937,-1,-1,13988,13989,-1,-1,14842,14843,14844,14845,14846,-1
-1,1472,1473,1473,1473,1473,1473,1473,1473,1473,1474,-1,1344,1345,1346,-1,1392,1393,1394,-1,-1,-1,-1,-1,-1,-1,-1,13958,13959,-1,-1,13952,13953,-1,-1,14004,14005,-1,-1,14858,14859,14860,14861,14862,-1
-1,1472,1473,1473,1473,1473,1473,1473,1473,1473,1474,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13924,13925,-1,-1,13968,13969,-1,-1,13976,13977,-1,-1,-1,-1,-1,-1,-1,-1
-1,1472,1473,1473,1473,1473,1473,1473,1473,1473,1474,-1,1408,1409,1410,-1,1363,1364,1365,-1,-1,-1,-1,-1,-1,-1,-1,13940,13941,-1,-1,13984,13985,-1,-1,13992,13993,-1,-1,-1,-1,-1,-1,-1,-1
-1,1472,1473,1473,1473,1473,1473,1473,1473,1473,1474,-1,1424,1425,1426,-1,1379,1380,1381,-1,-1,756,756,756,-1,-1,-1,13956,13957,-1,-1,14000,14001,-1,-1,14008,14009,-1,-1,-1,-1,-1,-1,-1,-1
-1,1488,1489,1489,1489,1489,1489,1489,1489,1489,1490,-1,1440,1441,1442,-1,1395,1396,1397,-1,-1,756,756,756,-1,-1,-1,13922,13923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14924,14925,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,756,756,756,-1,-1,-1,13938,13939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14940,14941,-1,-1,-1,-1
